"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"Bird's Hill School","1; 4",NA,NA,"2020-10-11; 2020-10-19","https://masks4canada.org/2020/10/24/birds-hill-school-covid-reports/;",1,"2020-10-20","Declared outbreak","River East Transcona SD","Elementary","East Saint Paul","MB",49.9768661,-97.012899,0,0,0,"2020-10-19",112,5
"École Héritage Immersion","1; 1; 1; 1; 1; 1; 1; 1",NA,NA,"2020-09-30; 2020-10-11; 2020-11-10; 2020-11-13; 2020-11-14; 2020-11-18; 2020-11-26; 2020-12-21","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22/; https://masks4canada.org/2020/10/14/manitoba-covid-bulletin-216-2020-10-11/;https://masks4canada.org/2020/11/22/manitoba-covid-school-reports-3/;https://masks4canada.org/2020/12/03/manitoba-covid-school-reports-13/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html#Southern_Health-Sant%C3%A8_Sud_changed",0,NA,"Single/unlinked cases","Red River Valley SD","Mixed","Saint-Pierre-Jolys","MB",49.4419121,-96.9844425,0,0,0,"2020-12-21",49,8
"North Memorial School","1",NA,NA,"2020-10-11","https://masks4canada.org/2020/10/14/manitoba-covid-bulletin-216-2020-10-11/",0,NA,"Single/unlinked cases","Portage La Praire","Elementary","Portage la Prairie","MB",49.9818355,-98.2827454,0,0,0,"2020-10-11",120,1
"Shaughnessy Park School","1",NA,NA,"2020-10-12","https://masks4canada.org/2020/10/14/manitoba-covid-bulletin-217-2020-10-12/",0,NA,"Single/unlinked cases","Winnipeg SD","Mixed","Winnipeg","MB",49.9325626,-97.1905075,0,0,0,"2020-10-12",119,1
"Winnipeg Adult Education Centre","1;1;1; 1; 1; 1",NA,NA,"2020-10-13; 2020-10-21; 2020-10-22; 2020-11-01; 2020-11-07; 2020-11-15","https://masks4canada.org/2020/10/24/winnipeg-adult-education-centre-covid-school-report-2020-1-21/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-01T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-07T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Winnipeg SD","Secondary","Winnipeg","MB",49.8925112,-97.1510928,0,0,0,"2020-11-15",85,6
"Dakota Collegiate","2; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 1",NA,NA,"2020-10-12; 2020-10-31; 2020-11-02; 2020-11-03; 2020-11-05; 2020-11-09; 2020-11-26; 2020-11-27; 2020-12-01; 2020-12-01; 2020-12-15; 2020-12-20; 2021-01-21; 2021-01-25; 2021-02-03","https://masks4canada.org/2020/10/24/dakota-collegiate-covid-school-report/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-31T1545.html#Winnipeg_Regional_Health_Authority_changed ; https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports/ ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html#Winnipeg_Regional_Health_Authority_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T2228.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/12/02/winnipeg-covid-school-reports-5/; https://masks4canada.org/2020/12/16/manitoba-covid-reports-8/;https://masks4canada.org/2020/12/21/manitoba-covid-reports-11/ ; https://drive.google.com/drive/folders/1A82sDnBJHeeXfprmtCXXwtEh3heOV8CX?usp=sharing",0,NA,"Single/unlinked cases","Louis Riel SD","Secondary","Winnipeg","MB",49.835353,-97.1095618,0,0,0,"2021-02-03",5,18
"Acadia Junior High","1; 1; 1; 2; 1; 1; 1; 1",NA,NA,"2020-10-14; 2020-11-02; 2020-11-23; 2020-12-06; 2020-12-09; 2020-12-15; 2020-12-16; 2020-12-23","https://masks4canada.org/2020/10/16/manitoba-covid-bulletin-219-2020-10-14/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/11/26/manitoba-covid-school-reports-8/;https://masks4canada.org/2020/12/07/manitoba-covid-reports-3/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/12/21/manitoba-covid-reports-11/;https://masks4canada.org/2020/12/24/manitoba-covid-reports-12/",0,NA,"Single/unlinked cases","Pembina Trails SD","Secondary","Winnipeg","MB",49.7924711,-97.1496697,0,0,0,"2020-12-23",47,9
"Mitchell Middle School","1; 1",NA,NA,"2020-10-14; 2020-11-10","https://masks4canada.org/2020/10/16/manitoba-covid-bulletin-219-2020-10-14/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T2228.html#Southern_Health-Santè_Sud_changed",0,NA,"Single/unlinked cases","Hanover SD","Middle School","Mitchell","MB",49.5393155,-96.7687058,0,0,0,"2020-11-10",90,2
"Margaret Park School","1; 1; 1; 1",NA,NA,"2020-10-14; 2020-12-06; 2020-12-08; 2020-12-12","https://masks4canada.org/2020/10/16/manitoba-covid-bulletin-219-2020-10-14/;https://masks4canada.org/2020/12/07/manitoba-covid-reports-3/;https://masks4canada.org/2020/12/09/manitoba-covid-reports-5/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Seven Oaks SD","Elementary","Winnipeg","MB",49.9476607,-97.120737,0,0,0,"2020-12-12",58,4
"Amber Trails Community School","1; 1; 1",NA,NA,"2020-10-14; 2020-11-03; 2020-11-12","https://masks4canada.org/2020/10/17/amber-trails-school-covid-letter/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Seven Oaks SD","Mixed","Winnipeg","MB",49.9672441,-97.1685946,0,0,0,"2020-11-12",88,3
"École Templeton","1; 1; 1; 1; 1",NA,NA,"2020-10-14; 2020-10-22; 2020-11-09; 2020-11-27; 2021-01-21","https://masks4canada.org/2020/10/17/ecole-templeton-covid-letter/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T2228.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Winnipeg_Regional_Health_Authority_changed ; https://drive.google.com/drive/folders/18sNEy7jbZ8T3i5dVYuzWlbjD-teOS3AP?usp=sharing",0,NA,"Single/unlinked cases","Seven Oaks SD","Elementary","Winnipeg","MB",49.9635439,-97.1603253,0,0,0,"2021-01-21",18,5
"Christ the King School","2; 1",NA,NA,"2020-10-15; 2020-11-18","https://masks4canada.org/2020/10/17/christ-the-king-school-covid-letter/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Catholic Schools Commission","Mixed","Winnipeg","MB",49.8485645,-97.111468,0,0,0,"2020-11-18",82,3
"Saint Joseph the Worker School","1",NA,NA,"2020-10-11","https://masks4canada.org/2020/10/17/st-joseph-the-worker-covid-letter/",0,NA,"Single/unlinked cases","Catholic Schools Commission","Elementary","Winnipeg","MB",49.8969844,-97.0212913,0,0,0,"2020-10-11",120,1
"Hampstead School","1; 1",NA,NA,"2020-10-15; 2020-10-25","https://masks4canada.org/2020/10/17/hampstead-school-covid-letter/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html#Winnipeg_Regional_Health_Authority",0,NA,"Single/unlinked cases","River East Transcona SD","Elementary","Winnipeg","MB",49.9085195,-97.0774927,0,0,0,"2020-10-25",106,2
"École Taché","1; 1; 1",NA,NA,"2020-10-15; 2020-11-18; 2020-12-04","https://masks4canada.org/2020/10/17/ecole-tache-covid-letter/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/12/06/manitoba-covid-reports-2/",0,NA,"Single/unlinked cases","Franco-Manitobaine SD","Elementary","Winnipeg","MB",49.896285,-97.1202047,0,0,0,"2020-12-04",66,3
"Gilbert Plains Elementary","1",NA,NA,"2020-10-14","https://masks4canada.org/2020/10/17/gilbert-plains-elementary-school-covid-letter/",0,NA,"Single/unlinked cases","Mountain View SD","Mixed","Gilbert Plains","MB",51.1499811,-100.4862665,0,0,0,"2020-10-14",117,1
"Victory School","1; 1",NA,NA,"2020-10-15; 2021-01-11","https://masks4canada.org/2020/10/20/winnipeg-school-exposures/ ; https://drive.google.com/drive/folders/1JaOu0EZJZMNYR8AWTW3YmpD66cKiePZ3?usp=sharing",0,NA,"Single/unlinked cases","Seven Oaks SD","Elementary","Winnipeg","MB",49.937097,-97.1293354,0,0,0,"2021-01-11",28,2
"St. Mary's Academy","1; 1; 1; 1; 1","1",NA,"2020-10-15; 2020-11-01; 2020-11-16; 2020-12-08; 2021-02-01","https://winnipeg.ctvnews.ca/list-of-covid-19-cases-at-winnipeg-schools-grows-1.5147395;https://masks4canada.org/2020/10/20/winnipeg-school-exposures/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-01T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html#Winnipeg_Regional_Health_Authority_changed ; https://drive.google.com/drive/folders/1C8RE_Xf4jtJYjakXd_HTMCRSnR5sMqsU?usp=sharing",0,NA,"Single/unlinked cases","Arch. of Winnipeg CS","Mixed","Winnipeg","MB",49.8754202,-97.16444,0,0,0,"2021-02-01",7,5
"Wolseley School","1; 1; 1",NA,NA,"2020-10-17; 2020-11-24; 2021-01-18","https://masks4canada.org/2020/10/20/winnipeg-school-exposures/;https://masks4canada.org/2020/11/25/10237/ ; https://drive.google.com/drive/folders/1U2bRpIXEcZ58EQsbw-8j-HNpzm1JYZTy?usp=sharing",0,NA,"Single/unlinked cases","Winnipeg SD","Elementary","Winnipeg","MB",49.8812422,-97.1862997,0,0,0,"2021-01-18",21,3
"Windsor Park Collegiate","1; 1; 1; 1; 1; 1",NA,NA,"2020-10-16; 2020-10-27; 2020-12-06; 2020-12-07; 2020-12-17; 2020-12-23","https://masks4canada.org/2020/10/20/winnipeg-school-exposures/;https://masks4canada.org/2020/10/29/winnipeg-schools-covid-reports-2020-10-28/;https://masks4canada.org/2020/12/11/manitoba-covid-reports-7/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/12/24/lrsd-covid-report/",0,NA,"Single/unlinked cases","Louis Riel SD","Mixed","Winnipeg","MB",49.8613028,-97.0748682,0,0,0,"2020-12-23",47,6
"Technical Vocational High School","1; 1; 3; 1; 1; 3; 1; 1; 1; 1",NA,NA,"2020-10-17; 2020-10-22; 2020-10-31; 2020-11-11; 2020-11-19; 2020-11-21; 2020-11-22; 2020-11-30; 2020-12-08; 2020-12-18","https://masks4canada.org/2020/10/20/technical-vocational-high-school-covid-letter/;https://masks4canada.org/2020/11/01/winnipeg-covid-school-reports-2020-10-30/;https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/11/23/manitoba-covid-school-reports-6/;https://masks4canada.org/2020/12/02/winnipeg-covid-school-reports-5/;https://masks4canada.org/2020/12/10/manitoba-covid-reports-6/;https://masks4canada.org/2020/12/21/manitoba-covid-reports-11/",0,NA,"Single/unlinked cases","Winnipeg SD","Secondary","Winnipeg","MB",49.9066978,-97.1801362,0,0,0,"2020-12-18",52,14
"Machray School","1; 2; 1; 1",NA,NA,"2020-10-17; 2020-11-30; 2020-12-02; 2020-12-12","https://masks4canada.org/2020/10/20/winnipeg-school-exposures/;https://masks4canada.org/2020/12/02/winnipeg-covid-school-reports-5/;https://masks4canada.org/2020/12/04/manitoba-covid-school-reports-14/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Winnipeg SD","Elementary","Winnipeg","MB",49.9201654,-97.1318682,0,0,0,"2020-12-12",58,5
"South Pointe School / École South Pointe","1; 1; 1; 1",NA,NA,"2020-10-17; 2020-11-02; 2020-11-05; 2020-11-18","https://masks4canada.org/2020/10/25/south-pointe-covid-school-report/; https://masks4canada.org/2020/11/03/winnipeg-covid-school-report-2020-11-02/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html#Winnipeg_Regional_Health_Authority_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","Pembina Trails SD","Mixed","Winnipeg","MB",49.7792273,-97.1805632,0,0,0,"2020-11-18",82,4
"River Elm School","1",NA,NA,"2020-10-18","https://masks4canada.org/2020/10/20/winnipeg-school-exposures/",0,NA,"Single/unlinked cases","Winnipeg SD","Elementary","Winnipeg","MB",49.9069542,-97.1021265,0,0,0,"2020-10-18",113,1
"Robert Andrews Middle School","1; 1; 1",NA,NA,"2020-10-18; 2020-10-28; 2020-10-30","https://masks4canada.org/2020/10/25/robert-andrews-covid-school-report/; https://masks4canada.org/2020/10/29/winnipeg-schools-covid-reports-2020-10-28/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-30T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","River East Transcona SD","Middle School","East Saint Paul","MB",49.9909,-97.036699,0,0,0,"2020-10-30",101,3
"Yellowquill School","1; 1",NA,NA,"2020-10-15; 2020-10-22","https://masks4canada.org/2020/10/25/yellowquill-school-covid-report/",0,NA,"Single/unlinked cases","Portage La Praire","Mixed","Portage La Prairie","MB",49.9669265,-98.3210981,0,0,0,"2020-10-22",109,2
"Mulvey School","1; 4; 2",NA,NA,"2020-10-19; 2020-11-24; 2020-12-14","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-update/;https://masks4canada.org/2020/11/25/10237/;https://masks4canada.org/2020/11/26/manitoba-covid-school-reports-8/;https://masks4canada.org/2020/12/16/manitoba-covid-reports-8/",0,NA,"Single/unlinked cases","Winnipeg SD","TBA","Winnipeg","MB",49.8799776,-97.1623606,0,0,0,"2020-12-14",56,7
"Oak Park High School","1",NA,NA,"2020-10-18","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-update/",0,NA,"Single/unlinked cases","Winnipeg SD","Secondary","Winnipeg","MB",49.8508813,-97.3091595,0,0,0,"2020-10-18",113,1
"University of Winnipeg Collegiate","1; 2; 2",NA,NA,"2020-10-09; 2020-10-21; 2020-11-25","https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports/ ; https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/;https://masks4canada.org/2020/11/26/manitoba-covid-school-reports-8/",0,NA,"Single/unlinked cases","Indep Schools","Secondary","Winnipeg","MB",49.8908837,-97.1533562,0,0,0,"2020-11-25",75,5
"École Margaret-Underhill","1",NA,NA,"2020-10-22","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/",0,NA,"Single/unlinked cases","River East Transcona SD","Elementary","Winnipeg","MB",49.9031173,-96.9950931,0,0,0,"2020-10-22",109,1
"Mennonite Brethren Collegiate Institute","1; 1",NA,NA,"2020-10-13; 2020-11-03","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/;https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports-2/",0,NA,"Single/unlinked cases","Indep Schools","Secondary","Winnipeg","MB",49.9093525,-97.1162011,0,0,0,"2020-11-03",97,2
"West Kildonan Collegiate","1; 1; 1",NA,NA,"2020-10-14; 2020-11-04; 2020-11-30","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/12/02/winnipeg-covid-school-reports-5/",0,NA,"Single/unlinked cases","Seven Oaks SD","Secondary","Winnipeg","MB",49.954193,-97.0937017,0,0,0,"2020-11-30",70,3
"Sargent Park School","1; 1; 1; 2; 1; 1",NA,NA,"2020-10-19; 2020-10-24; 2020-11-10; 2020-11-10; 2020-11-14; 2021-01-31","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/;https://masks4canada.org/2020/10/26/winnipeg-schools-covid-report-2020-10-25/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T2228.html#Winnipeg_Regional_Health_Authority_changed;https://masks4canada.org/2020/11/15/winnipeg-covid-school-reports-2020-11-12/;https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports-2/ ; https://drive.google.com/drive/folders/1eMdyLCCCssPAZeGzWhpQ3Z2Dfl5_aH8x?usp=sharing",0,NA,"Single/unlinked cases","Winnipeg SD","Mixed","Winnipeg","MB",49.8984469,-97.1778025,0,0,0,"2021-01-31",8,7
"John Taylor Collegiate","1; 1; 1; 1; 1; 1",NA,NA,"2020-10-19; 2020-11-04; 2020-11-17; 2020-11-24; 2020-11-25; 2020-11-26","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-2020-10-22/;https://masks4canada.org/2020/11/21/winnipeg-covid-school-reports-2/;https://masks4canada.org/2020/11/25/10237/;https://masks4canada.org/2020/11/26/manitoba-covid-school-reports-8/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","St. James-Assiniboia SD","Secondary","Winnipeg","MB",49.8909772,-97.3126202,0,0,0,"2020-11-26",74,6
"École Secondaire Neelin High School","1; 1",NA,NA,"2020-10-09; 2020-11-06","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html#Prairie_Mountain_Health_changed",0,NA,"Single/unlinked cases","Brandon SD","Secondary","Brandon","MB",49.8323932,-99.9521808,0,0,0,"2020-11-06",94,2
"St Claude School Complex","1",NA,NA,"2020-10-16","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22",0,NA,"Single/unlinked cases","Prairie Spirit SD","TBA","Saint Claude","MB",49.6594771,-98.3470596,0,0,0,"2020-10-16",115,1
"Arborgate School","1; 2; 1; 1",NA,NA,"2020-10-15; 2020-10-20; 2020-11-09; 2020-11-18","https://masks4canada.org/2020/10/25/arborgate-school-covid-reports/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html#Southern_Health-Santè_Sud_changed ;https://masks4canada.org/2020/11/22/manitoba-covid-school-reports-3/",1,"2020-10-22","Declared outbreak","Seine River SD","TBA","La Broquerie","MB",49.5226513,-96.5090799,0,0,0,"2020-11-18",82,5
"R. D. Parker Collegiate","1; 1; 1",NA,NA,"2020-10-20; 2020-12-22; 2021-02-03","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html#Northern_changed",0,NA,"Single/unlinked cases","Mystery Lake SD","Secondary","Thompson","MB",55.748374,-97.865508,0,0,0,"2021-02-03",5,3
"École Opasquia School","1; 1; 1",NA,NA,"2020-10-19; 2020-10-25; 2020-11-30","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html#Northern;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Northern_changed",0,NA,"Single/unlinked cases","Kelsey SD","Elementary","The Pas","MB",53.8180666,-101.2498193,0,0,0,"2020-11-30",70,3
"Scott Bateman Middle School","1; 1",NA,NA,"2020-10-19; 2020-10-25","https://masks4canada.org/2020/10/22/covid-19-school-report-mb-non-winnipeg-2020-10-22/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html#Winnipeg_Regional_Health_Authority",0,NA,"Single/unlinked cases","Kelsey SD","Elementary","The Pas","MB",53.8247623,-101.2397134,0,0,0,"2020-10-25",106,2
"St Emile School","1; 1",NA,NA,"2020-10-22; 2020-10-27","https://masks4canada.org/2020/10/24/st-emile-catholic-school-covid-report/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-28T1545.html#Winnipeg_Regional_Health_Authority_changed",0,NA,"Single/unlinked cases","CS Commission","Mixed","Winnipeg","MB",49.8363811,-97.0933883,0,0,0,"2020-10-27",104,2
