"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"St. Dominic Catholic Elementary School","1 ; 2",NA,NA,"2020-10-28 ; 2020-11-05","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-28T1545.html ;https://www.insidehalton.com/news-story/10233085-halton-catholic-district-school-board-reports-new-covid-19-case-at-oakville-school-that-shuts-down-classroom/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html;https://masks4canada.org/2020/11/06/halton-region-school-outbreaks-2020-11-05/",1,"2020-11-05","Declared outbreak","Halton CDSB","Elementary","Oakville","ON",43.4007583,-79.719449
"Collège français","2;2;1","2;2;1",NA,"2020-10-28 ; 2020-11-02 ; 2020-11-28","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-28T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html",0,NA,"Single/unlinked cases","CS Viamonde","Secondary","Toronto","ON",43.662428,-79.377583
"Elementary School Gabrielle-Roy","2;1","2;1",NA,"2020-10-26 ; 2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html;https://masks4canada.org/2020/11/18/tph-declared-covid-19-outbreaks-in-school/",1,"2020-11-16","Declared outbreak","CS Viamonde","Elementary","Toronto","ON",43.6567289,-79.3722349
"École élémentaire catholique Notre-Dame-de-Grâce","1",NA,NA,"2020-10-23","https://masks4canada.org/2020/10/25/covid-19-school-report-csc-monavenir/",0,NA,"Single/unlinked cases","CSC MonAvenir","Elementary","Toronto","ON",43.6793945,-79.5595432
"School Intermediate Catholique Renaissance","1;1",NA,NA,"2020-10-13; 2020-10-22","https://masks4canada.org/2020/10/25/covid-19-school-report-csc-monavenir/",0,"","Single/unlinked cases","CSC MonAvenir","Elementary","Maple","ON",43.8472823,-79.5045715
"Elementary School Catholic Notre-Dame-De-La-Jeunesse","2",NA,NA,"2020-10-21","https://masks4canada.org/2020/10/25/covid-19-school-report-csc-monavenir/",0,"","Single/unlinked cases","CSC MonAvenir","Elementary","Niagara Falls","ON",43.068263,-79.102347
"École Secondaire Catholique Sainte-Trinité","1",NA,NA,"2020-10-13","https://masks4canada.org/2020/10/25/covid-19-school-report-csc-monavenir/",0,"","Single/unlinked cases","CSC MonAvenir","Secondary","Oakville","ON",43.4372286,-79.7730672
"Elementary School Catholic Du Sacré-Coeur","1",NA,NA,"2020-10-08","https://masks4canada.org/2020/10/25/covid-19-school-report-csc-monavenir/",0,"","Single/unlinked cases","CSC MonAvenir","Elementary","Welland","ON",42.9949894,-79.2740274
"Eagle Ridge Public School","2 ; 1 ; 1",NA,NA,"2020-10-25 ; 2020-11-30 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,NA,"Single/unlinked cases","Durham DSB","Mixed","Ajax","ON",43.863069,-79.0663469
"Assumption Catholic Secondary School","1",NA,NA,"2020-10-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","Secondary","Burlington","ON",43.3485065,-79.7843913
"St. Matthew Catholic Elementary School","1",NA,NA,"2020-10-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","Elementary","Oakville","ON",43.4401543,-79.7166895
"Opeongo High School","1","N/A","N/A","2020-10-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-24T1545.html#Renfrew_County_DSB_changed",0,"","Single/unlinked cases","Renfrew County DSB","Secondary","Douglas","ON",45.5628227,-76.9900143
"St. Anne Catholic School","1;1",NA,NA,"2020-10-21; 2020-12-16","https://masks4canada.org/2020/10/21/covid-19-school-report-st-clair-cdsb-2020-10-20/;https://masks4canada.org/2020/12/17/covid-19-school-report-on-2020-12-16/",0,NA,"Single/unlinked cases","St. Clair CDSB","Elementary","Blenheim","ON",42.3276222,-81.9948776
"Ursuline College Chatham","1;1",NA,NA,"2020-10-20; 2020-11-12","https://masks4canada.org/2020/10/21/covid-19-school-report-st-clair-cdsb-2020-10-20/;https://masks4canada.org/2020/11/16/covid-19-school-report-on-2020-11-15/",0,NA,"Single/unlinked cases","St. Clair CDSB","Secondary","Chatham-Kent","ON",42.4063178,-82.1955433
"Osprey Central School","3",NA,NA,"2020-10-21","https://masks4canada.org/2020/10/21/covid-19-school-report-bluewater-dsb-2020-10-20/",0,NA,"Single/unlinked cases","Bluewater DSB","Elementary","Maxwell","ON",44.3114832,-80.3912027
"Frank Panabaker Elementary School - North Campus","1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1","1 ; 1","2020-10-07 ; 2020-10-21 ; 2020-12-08 ; 2020-12-11 ; 2020-12-17","https://masks4canada.org/2020/10/08/covid-19-school-report-frank-panabaker-es/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html#Hamilton-Wentworth_DSB_changed ; https://masks4canada.org/2020/12/17/covid-19-school-report-hamilton-wentworth-cases-and-outbreak-3/",1,"2020-12-15","Declared outbreak","Hamilton-Wentworth DSB","Elementary","Ancaster","ON",43.2091368,-79.9921935
"Grimsby Secondary School","1","N/A","N/A","2020-10-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#Niagara_DSB_changed",0,"","Single/unlinked cases","Niagara DSB","Secondary","Grimsby","ON",43.1946065,-79.5701669
"Port Weller Public School","1","N/A","N/A","2020-10-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#Niagara_DSB_changed",0,"","Single/unlinked cases","Niagara DSB","Elementary","St Catharines","ON",43.2140287,-79.2147582
"Shannen Koostacin Elementary School","1 ; 1 ; 1 ; 1","1","1 ; 1 ; 1","2020-10-12; 2020-10-13 ; 2020-11-05 ; 2020-11-08","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html#Hamilton-Wentworth_DSB_changed",1,"2020-10-13","Declared outbreak","Hamilton-Wentworth DSB","Elementary","Hannon","ON",43.1766325,-79.8025354
"Flamborough Centre School","1","1",NA,"2020-10-13","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Elementary","Hamilton","ON",43.3586801,-79.9321773
"System Alternative Education","1",NA,"1","2020-10-13","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Field Office","Hamilton","ON",43.2278224,-79.8630967
"Tiffany Hills Elementary School","1 ; 1 ; 1","1 ; 1 ; 1",NA,"2020-10-13 ; 2020-10-18 ; 2020-10-25","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T2054.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Elementary","Ancaster","ON",43.2126398,-79.9360977
"Queen Victoria Elementary School","1 ; 1","1","1","2020-10-15 ; 2020-12-18","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Elementary","Hamilton","ON",43.2482717,-79.8652961
"Westdale Secondary School","1 ; 1","1 ; 1",NA,"2020-10-17 ; 2020-12-20","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-20T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Secondary","Hamilton","ON",43.2599949,-79.9011659
"Dalewood Middle School","1",NA,"1","2020-10-17","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Elementary","Hamilton","ON",43.2583489,-79.9123168
"Highview Public School","1 ; 1 ; 1","1 ; 1","1","2020-10-18 ; 2020-10-22 ; 2020-10-24","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-23T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T2054.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Elementary","Hamilton","ON",43.2303359,-79.8316357
"Sir Allan MacNab Secondary School","1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1",NA,"2020-10-19 ; 2020-10-21 ; 2020-12-01 ; 2020-12-21","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Secondary","Hamilton","ON",43.2314933,-79.9226618
"Saltfleet High School","1 ; 1 ; 3 ; 2","1 ; 1 ; 3 ; 2",NA,"2020-10-19 ; 2020-11-27 ; 2020-11-29 ; 2020-12-16","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Secondary","Hamilton","ON",43.1841265,-79.7785359
"Glendale Secondary School","1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1","1","2020-10-19 ; 2020-11-30 ; 2020-12-05 ; 2020-12-06 ; 2020-12-11","https://masks4canada.org/2020/10/20/covid-19-school-report-hwdsb-2020-10-19/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-06T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","Secondary","Hamilton","ON",43.2256703,-79.7802708
"Sacred Heart of Jesus Catholic Elementary School","1 ; 1 ; 3","3","1 ; 1","2020-10-09 ; 2020-10-13 ; 2020-10-18","https://masks4canada.org/2020/10/24/covid-19-school-report-sacred-heart-of-jesus-catholi-es/ ; https://masks4canada.org/2020/10/24/covid-19-school-report-sacred-heart-of-jesus-catholi-es-2/ ; https://masks4canada.org/2020/10/24/covid-19-school-report-sacred-heart-of-jesus-catholi-es-3/ ; https://masks4canada.org/2020/10/23/covid-19-school-report-sacred-heart-of-jesus-es/;",1,"2020-10-13","Declared outbreak","Hamilton-Wentworth CDSB","Elementary","Hamilton","ON",43.2412348,-79.8496223
"Resurrection Catholic Secondary School","1 ; 1 ; 1","1 ; 1 ; 1",NA,"2020-10-18 ; 2020-11-26 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#Waterloo_CDSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","Secondary","Kitchener","ON",43.4405344,-80.5468556
"Westmount Public School","1 ; 1","1","1","2020-10-18 ; 2020-12-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4499487,-80.5214981
"St. Joseph Catholic School","1",NA,"1","2020-10-16","https://masks4canada.org/2020/10/17/tcdsb-covid-19-advisory-2020-10-16/",0,NA,"Single/unlinked cases","Toronto CDSB","Mixed","Toronto","ON",43.6658167,-79.3318938
"Bright's Grove Public School","1",NA,NA,"2020-10-17","https://masks4canada.org/2020/10/19/covid-school-report-lambton-kent-2020-10-17/",0,NA,"Single/unlinked cases","Lambton-Kent DSB","Elementary","Brights Grove","ON",43.0307096,-82.263302
"Sunset Heights Public School","2 ; 1 ; 4 ; 6",NA,NA,"2020-10-15 ; 2020-12-16 ; 2020-12-18 ; 2020-12-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html ; https://masks4canada.org/2020/12/21/sunset-heights-ps-school-outbreak-2020-12-17/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html",1,"2020-12-17","Declared outbreak","Durham DSB","Mixed","Oshawa","ON",43.9249846,-78.8838522
"Corpus Christi Catholic Secondary School","1 ; 1 ; 1",NA,NA,"2020-10-15 ; 2020-12-10 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,NA,"Single/unlinked cases","Halton CDSB","Secondary","Burlington","ON",43.3976748,-79.7847418
"Lumen Christi Catholic Elementary School","1 ; 1 ; 1",NA,NA,"2020-10-15 ; 2020-12-01 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html ;https://www.insidehalton.com/news-story/10223405-new-covid-19-cases-inside-burlington-and-milton-schools-leaves-another-classroom-empty/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,NA,"Single/unlinked cases","Halton CDSB","Elementary","Milton","ON",43.4852377,-79.873942
"John F. Ross Collegiate Vocational Institute","1 ; 1",NA,NA,"2020-10-15 ; 2020-12-19","https://masks4canada.org/2020/10/15/covid-19-school-report-john-f-ross-cvi/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-20T1630.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","Secondary","Guelph","ON",43.5614365,-80.2466244
"Norwell District Secondary School","1 ; 1",NA,NA,"2020-10-15 ; 2020-12-13","https://masks4canada.org/2020/10/15/covid-19-school-report-norwell-district-ss/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","Secondary","Palmerston","ON",43.8336036,-80.8442138
"Keatsway Public School","1","1",NA,"2020-10-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.4599569,-80.5461889
"École élémentaire catholique Laurier-CarriÃ¨re","1;1","NA;1","NA;1","2020-09-07;2020-10-07","https://ottawa.ctvnews.ca/mobile/ottawa-public-health-confirms-covid-19-cases-at-three-schools-1.5095309#_gus&_gucid=&_gup=Facebook&_gsc=ow4zQUJ;https://www.ecolecatholique.ca/fr/Cas-De-Covid19_379; https://masks4canada.org/2020/09/22/covid-19-school-report-cecce-schools-september-21-2020/;https://masks4canada.org/2020/10/08/covid19-school-report-cecce-schools-as-reported-by-ontario-phu-oct-7-2020/",0,NA,"Single/unlinked cases","CECCE","Elementary","Ottawa","ON",45.3524921,-75.7125322
"École élémentaire catholique Saint-FranÃ§ois-d'Assise","1;1;1;1;3;1;1","NA;NA;NA;1;NA;NA;NA","NA; NA;1;NA;3;NA;NA","2020-09-07 ; 2020-09-16; 2020-09-25; 2020-10-02;2020-10-08;2020-11-10;2020-12-14","https://ottawa.ctvnews.ca/mobile/ottawa-public-health-confirms-covid-19-cases-at-five-schools-1.5095309#_gus&_gucid=&_gup=Facebook&_gsc=ow4zQUJ;https://ottawa.ctvnews.ca/four-new-covid-19-cases-reported-in-ottawa-schools-1.5107193?cache=%3FclipId%3D89830;https://masks4canada.org/2020/09/22/covid-19-school-report-cecce-schools-september-21-2020/;https://masks4canada.org/2020/09/25/covid19-school-report-cecce-schools-sep-25-2020/;https://masks4canada.org/2020/10/03/covid19-school-report-cecce-schools-ontario-phu-report-oct-22020/;https://masks4canada.org/2020/10/03/covid19-school-report-cecce-schools-ontario-phu-report-oct-22020/;https://masks4canada.org/2020/10/06/covid19-school-report-ottawa-outbreak-list-oct-6-2020/;https://masks4canada.org/2020/10/08/covid19-school-report-cecce-schools-reported-by-ontario-phu-oct-8-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed",1,"2020-10-05","Declared outbreak","CECCE","Elementary","Ottawa","ON",45.4024522,-75.7240564
"École élémentaire catholique Roger-Saint-Denis","1;1;1;1;1;1","NA;NA;NA;NA;NA;NA","1;NA;NA;NA;NA;NA","2020-09-07; 2020-09-21;2020-12-04;2020-12-07;2020-12-11;2020-12-16","https://ottawa.ctvnews.ca/mobile/ottawa-public-health-confirms-covid-19-cases-at-five-schools-1.5095309#_gus&_gucid=&_gup=Facebook&_gsc=ow4zQUJ;https://masks4canada.org/2020/09/11/covid-19-school-report-roger-saint-denis/;https://masks4canada.org/2020/09/22/covid-19-school-report-cecce-schools-september-21-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Ottawa_PHU_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed",1,"2020-12-07","Declared outbreak","CECCE","Elementary","Ottawa","ON",45.3113011,-75.8825691
"Oodenawi Public School","1",NA,"1","2020-09-09","https://globalnews.ca/news/7324254/oodenawi-public-school-oakville-staff-member-positive-coronavirus/",0,"","Single/unlinked cases","Halton DSB","Elementary","Oakville","ON",43.4715626,-79.7439392
"De La Salle Public High School","1;1;1;1;1;1;1;2","8","1","2020-09-11 ; 2020-09-16; 2020-09-21;2020-10-09;2020-10-13;2020-10-15; 2020-12-02;2020-12-14","https://ottawa.ctvnews.ca/positive-covid-19-test-at-de-la-salle-high-school-1.5101108;https://ottawa.ctvnews.ca/four-new-covid-19-cases-reported-in-ottawa-schools-1.5107193?cache=%3FclipId%3D89830 ;https://www.ontario.ca/page/covid-19-cases-schools-and-child-care-centres;https://masks4canada.org/2020/09/22/covid19-school-report-cepeo-schools-september-21-2020/;https://masks4canada.org/2020/10/09/covid19-school-report-cepeo-schools-oct-9-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-13T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed",0,NA,"Single/unlinked cases","CEPEO","Secondary","Ottawa","ON",45.4351089,-75.6857238
